name,|~explanation,|~group,|~group_name,|~element_alphabetic_value,|~element_numeric_value,|~page_nr,|~row,|~col,|~img_url
,|~,|~I,|~,|~C,|~0.3,|~45,|~4,|~3,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/floor/page-45-row-4-col-3.png
,|~,|~I,|~,|~D,|~0.4,|~45,|~4,|~4,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/floor/page-45-row-4-col-4.png
,|~,|~I,|~,|~E,|~0.5,|~45,|~4,|~5,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/floor/page-45-row-4-col-5.png
,|~,|~I,|~,|~F/G/H,|~0.6,|~45,|~4,|~6,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/floor/page-45-row-4-col-6.png
,|~Salto backwards tucked or piked.,|~III,|~Acrobatic elements backward,|~A,|~0.1,|~51,|~1,|~1,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/floor/page-51-row-1-col-1.png
,|~Salto backwards str. or Tempo salto bwd.,|~III,|~Acrobatic elements backward,|~B,|~0.2,|~51,|~1,|~2,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/floor/page-51-row-1-col-2.png
,|~Double salto bwd. tucked.,|~III,|~Acrobatic elements backward,|~C,|~0.3,|~51,|~1,|~3,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/floor/page-51-row-1-col-3.png
,|~Double salto bwd. t. or piked with 1/1 t. Also Arabian double t. or p. with ¥ t.,|~III,|~Acrobatic elements backward,|~D,|~0.4,|~51,|~1,|~4,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/floor/page-51-row-1-col-4.png
,|~Double salto bwd. tucked with 2/1 t.,|~III,|~Acrobatic elements backward,|~E,|~0.5,|~51,|~1,|~5,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/floor/page-51-row-1-col-5.png
Ri Jong Song,|~Double salto bwd. tucked with 3/1 t.,|~III,|~Acrobatic elements backward,|~F/G/H,|~0.6,|~51,|~1,|~6,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/floor/page-51-row-1-col-6.png
,|~Salto backwards tucked or piked w. % t. or Arabian tucked or piked.,|~III,|~Acrobatic elements backward,|~A,|~0.1,|~51,|~2,|~1,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/floor/page-51-row-2-col-1.png
,|~Salto backwards str. w. % t. or 1/1 t.,|~III,|~Acrobatic elements backward,|~B,|~0.2,|~51,|~2,|~2,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/floor/page-51-row-2-col-2.png
,|~,|~III,|~Acrobatic elements backward,|~C,|~0.3,|~51,|~2,|~3,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/floor/page-51-row-2-col-3.png
,|~Arabian double tucked or piked or double salto bwd. t. or p. with % t.,|~III,|~Acrobatic elements backward,|~D,|~0.4,|~51,|~2,|~4,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/floor/page-51-row-2-col-4.png
,|~Double salto bwd. t. with 3/2 t. or Salto bwd. str. 3/2 to fwd. salto tucked,|~III,|~Acrobatic elements backward,|~E,|~0.5,|~51,|~2,|~5,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/floor/page-51-row-2-col-5.png
,|~Double salto bwd. tucked with 5/2 t.,|~III,|~Acrobatic elements backward,|~F/G/H,|~0.6,|~51,|~2,|~6,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/floor/page-51-row-2-col-6.png
,|~,|~III,|~Acrobatic elements backward,|~A,|~0.1,|~51,|~3,|~1,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/floor/page-51-row-3-col-1.png
,|~,|~III,|~Acrobatic elements backward,|~B,|~0.2,|~51,|~3,|~2,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/floor/page-51-row-3-col-2.png
,|~,|~III,|~Acrobatic elements backward,|~C,|~0.3,|~51,|~3,|~3,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/floor/page-51-row-3-col-3.png
,|~,|~III,|~Acrobatic elements backward,|~D,|~0.4,|~51,|~3,|~4,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/floor/page-51-row-3-col-4.png
,|~,|~III,|~Acrobatic elements backward,|~E,|~0.5,|~51,|~3,|~5,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/floor/page-51-row-3-col-5.png
